type-problem,jawaban,score
3,"Minyak bumi terjadi karena adanya pelapukan dari organisme seperti tumbuhan, hewan, maupun jasad renik yang terkubur di dasar lautan jutaan tahun lamanya.",1
3,"Minyak bumi berasal dari penguraian senyawa-senyawa organik dari jasad mikroorganisme jutaan tahun yang lalu di dasar laut dan di darat. Sisa-sisa tumbuhan dan hewan tersebut tertimbun oleh endapan pasir, lumpur dan zat-zat sertan mendapat tekanan dari panas bumi secara alami.",2
3,"Terjadinya proses minyak bumi ialah minyak bumi berasal dari pelapukan organisme seperti  tumbuhan,  hewan ataupun bisa jasad manusia.  Minyak bumi prosesnya sangat lama bisa mencapai puluhan taun.",1
3,"Minyak bumi terbentuk dari jasad teknik yang berasal dari hewan dan tumbuhan yang sudah mati, kemudian terbawa oleh air sungai bersama lumpur kaku mengendap dan terbentuk lah minyak bumi",1
3,"Minyak bumi terbentuk dari pelapukan sisa-sisa organisme, seperti tumbuhan, hewan, dan jasad-jasad renik yang tertimbun dalam dasar lautan bersama lumpur selama jutaan tahun",1
3,"Minyak bumi terbentuk dari pelapukan sisa-sisa organisme, seperti tumbuhan, hewan, dan jasad-jasad renik yang tertimbun dalam dasar lautan bersama lumpur selama jutaan tahun.",1
3,Minyak bumi terbuat atau terbentuk dari sisa-sisa organisme seperti hewan dan tumbuhan dan juga pelapukan yang tertimbun di dalam dasar laut bersama lumpur jutaan tahun,1
3,Sumber daya alam adalah segala sesuatu yang berasal dari alam yang dapat digunakan untuk memenuhi kebutuhan hidup manusia,1
3,Fosil yang sudah lama dan lapuk perlahan lahan berubah menjadi minyak bumi,1
3,hasil tambang dari bawag tanah lalu diproses melalui beberapa tahapan,1
3,Minyak bumi terjadi karena adanya proses sisa bangkai hewan yang tercampur dengan tanah lalu mengalami suatu pengendapan dan akhirnya menghasilkan minyak bumi,1
3,Di ambil dari dasar sungai,1
3,Minyak bumi terbentuk dari hewan laut yang terkubur selama jutaan tahun,1
3,Terbentuk dari organisme organisme yg tertimbun dalam dasar lautan juga menyatu dengan lumpur. Lumpur tersebut berubah menjadi batuan sedimen dan sisa sisa organisme mengalami penguraian menjadi minyak dan gas di bawah tekanan dan suhu tinggi,1
3,Terjadi akibat pelapukan fosil tanaman atau hewan yang telah mati jutaan tahun yang lalu dan terbawa air melalui sungai dan mengendap di dasar laut kemudian terjadi proses yang sangat panjang dengan temperatur dan tekanan yang tinggi sehingga menghasilkan gelembung minyak bumi,2
3,dari penguraian jasad mikroorganisme jutaan tahun yang lalu,1
3,"Minyak bumi terbentuk selama jutaan tahun ketika pada masa purba, tanaman dan hewan laut kecil (mikroorganisme) mati lalu terkubur di lapisan pasir dan batuan.  Lapisan lumpur, pasir, batu, materi tanaman, dan hewan terus bertambah dan mengalami tekanan dan panas dalam lingkungan anaerob yang menjadikan berubah (bertansformasi) menjadi minyak bumi.  Simak lebih lanjut di Brainly.co.id - https://brainly.co.id/tugas/460004#readmore",3
3,"Bangkai hewan maupun tumbuhan yang sudah mati dan tertimbun di dalam tanah, akan diuraikan oleh bakteri. Kemudian dari hasil penguraian tersebut dihasilkanlah minyak.",2
3,"filtrasi, penyulingan",1
3,pertama tumbuhan di laut ataupun hewan kecil dilaut mati dan menghasilkan jasad renik dari jasad renik ini akan terbawa oleh lumpur ke dasar laut lalu di dasar laut terdapat tekanan yang besar selama jutaan tahun makan akan menjadi gelembung gas atau minyak yang dimana gas dan gelembung tersebut akan terperangkap di batu kedap lalu gas dan minyak tsb akan terakumulasi dengan air dan menjadi minyak bumi,3
3,endapan dari berbagai fosil hewan-hewan purba yang mengendap dibawah permukaan tanah sekian kilometer yang sudah berusia ribuan tahun.,1
3,"Minyak bumi berasal dari campuran berbagai zat kimia yang tetap cair yang jauh tersimpan di bawah tanah, sehingga diperlukan penambangan.",1
3,"minya bumi tecipta dari hasil pelapukan sisa sisa organisme ,seperti tumbuhan, jasad hewan yang tertimbun dalam dasar lautan bersama lumpur.",1
4,"Sumber daya alam fosil, logam, gas, hewan tumbuhan",1
4,"Minyak bumi fosil hewan,batu bara tumbuhan",1
4,Sumber daya yg dapat diperbaharui dan yang tidak dapat di perbaharui,5
4,Dapat diperbarui dan tidak dapat diperbarui,5
4,Sumber daya alam terbarukan.,3
4,Minyak bumi terbentuk dari fosil berusia ratusan tahun,1
4,"Batu bara  berasal dari kerak bumi, batu bata dari tanah gambut",1
4,Mohon maaf gatau,0
4,"Sumber daya Alam buatan, sumber daya alam asli",1
4,F,0
4,Migas dan batubara,1
4,"Air, tumbuhan, tanah, emas dll",1
4,"SDA melalui reproduksi contohnya tumbuhan dan binatang, pembaharuan dengan adanya siklus contohnya proses terjadinya hujan",3
4,sumber daya alam hayati dan non hayati,1
4,"Air, minyak bumi, kayu, tanah, gas bumi.",1
4,Sumberdaya alam ekonomis dan non ekonomis,1
4,SDM,1
4,minyak bumi dari fosil yang mengendap,1
4,"Sumber daya alam hayati dari tumbuh-tumbuhan, dan hewani dari hewan.",1
4,Alami dari tumbuhan atau fosil. Buatan dari hasil energi manusia,1
4,Sumber daya alam yang dapat di perbarui dan yang tidak dapat di perbarui. Sumber daya alam yang dapat diperbarui contohnya seperti tumbuhan sedangkan yang tidak contohny adalah minyak bumi,5
4,Dapat diperbaharui dan tidak dapat diperbaharui,5
4,Sumber daya alam yang dapat diperbaharui dan sumber daya alam tidak dapat diperbaharui.,5
4,minyak bumi,1
4,"Sumber daya alam yang dapat diperbaharui = sumber daya alam yang tidak habis2 contoh = air,kayu dan lain lain sumber daya alam tidak dapat diperbaharui = sumber daya alam yang harus digunakan sedikit demi sedikit karena akan habis contoh = emas,perak dan lain2  Simak lebih lanjut di Brainly.co.id - https://brainly.co.id/tugas/15583967#readmore",1
4,"Sumber daya alam materi, sumber daya alam energi, sumber daya alam waktu",1
4,"Udara, pohon, air, tanah",1
4,SDA dapat diperbaharui dan SDA tidak dapat diperbaharui.,5
4,Sumber daya alam abiotik dan sumber daya alam biotik,1
4,"SDA yang dapat diperbaharui => Sifatnya melimpah dan dapat terus menerus di refill pada kurun waktu cukup cepat. SDA yang dapat diperbaharui karena reproduksi bersifat alamiah dan menggunakan konsep biologis seperti hewan yang berkembang biak dan mereka akan terus menerus menghasilkan hewan lainnya. Dan SDA yang tidak dapat diperbaharui => Sifatnya terbatas dan tidak bisa didapat dengan waktu yang singkat.SDA ini dibutuhkan masyarakat karena kebutuhan masyarakat bersifat terbatas sedangkan SDA nya sangat terbatas, hal ini membuat dikeluarkannya alternatif lain dari SDA yang dapat diperbaharui agar bisa menyamai fungsi dari SDA yang tidak dapat diperbaharui.",5
4,Bingung eyy,1
4,Sumber daya alam hayati dan sumber daya alam nonhayati,1
4,SDA Yang dapat diperbaharui Dan SDA Yang tidak dapat diperbaharui,5
4,Sumber daya alam yang dapat di perbaharui dan sumber daya alam yang tidak dapat di pebaharui,5
4,Sumber daya buatan dan non buatan,1
4,Sumber daya alam dapat diperbaharui dan sumber daya alam tak dapat diperbaharui,5
4,1. dapat diperbaharui 2.tidak dapat diperbaharui,5
4,Macam-macam sumber daya alam berdasarkan pembentukannya: Dapat diperbaharui dan Tidak dapat diperbaharui.,5
4,"Sumber daya alam yang bisa diperbaharui adalah binatang dan tumbuhan sedangkan sumber daya alam yang tidak dapat diperbaharui adalah gas alam, minyak bumi , batu bara",5
4,"Kesatu, melalui reproduksi bersifat alami dan dapat berkembang biak sepetri hewan dan tumbuhan. Kedua, melalui siklus hidrologi yang menghasilkan sumber daya air",1
4,Sumber daya alam yang dapat diperbarui dan sumber daya alam tidak dapat diperbarui,5
4,SDA yang dapat diperbaharui adalah Sifatnya melimpah dan dapat terus menerus di refill pada kurun waktu cukup cepat SDA yang tidak dapat diperbaharui adalah Sifatnya terbatas dan tidak bisa didapat dengan waktu yang singkat,5
4,Kayu padat air cair.,1
4,Sumber daya alam dapat diperbaharui dan sumber daya alam yang tidak dapat diperbaharui,5
4,minyak bumi dari fosil,1
4,Sumber daya alam yang dapat diperbarui dan sumber daya alam yang tidak dapat diperbarui,5
4,Yang dapat di perbaharui dan tidak dapat di perbaharui,5
4,Sumber daya alam buatan dan sumber daya alam alami,1
4,Dapat diperbaharui dan tidak dapat diperbaharui,5
4,Sumber daya alam yang dapat diperbaharui dan sumber daya alam yang tidak dapat diperbaharui.,5
4,"sumber daya alam yg dapat diperbaharui contoh matahari angin dan sumber daya alam yg tidak dapat diperbaharui contohnya energi,bunyi,cahaya",5
4,Sumber daya alam dapat duperbaruhi dan tidak dapat diperbaruhi,5
4,"SDA yang dapat diperbaharui => Sifatnya melimpah dan dapat terus menerus di refill pada kurun waktu cukup cepat. SDA yang dapat diperbaharui karena reproduksi bersifat alamiah dan menggunakan konsep biologis seperti hewan yang berkembang biak dan mereka akan terus menerus menghasilkan hewan lainnya. Juga tumbuhan yang mengalami penyerbukan, dan menghasilkan pohon baru. Bila SDA yang dengan konsep siklus ini seperti air yang datang karena daur hujan, sifatnya terus menerus berulang sehingga air selalu ada di bumi. SDA yang tidak dapat diperbaharui => Sifatnya terbatas dan tidak bisa didapat dengan waktu yang singkat.SDA ini dibutuhkan masyarakat karena kebutuhan masyarakat bersifat terbatas sedangkan SDA nya sangat terbatas, hal ini membuat dikeluarkannya alternatif lain dari SDA yang dapat diperbaharui agar bisa menyamai fungsi dari SDA yang tidak dapat diperbaharui. SDA ini yang bersifat cepat habis adalah minyak bumi, batu bara sedangkan yang tidak bersifat cepat habis adalah bahan2 galian seperti emas, permata, dan lainnya.",5
4,Sumer daya alam yang dapat diperbarui dan sumber daya alam yang tidak dapat diperbarui,5
4,Sumber daya alam alami dan buatan,1
4,"terbarukan, tidak terbarukan",5
4,Sda dapat di perbaruhi dan tidak dapat di perbaharui,5
4,dapat diperbaharui dan tidak dapat diperbaharui,5
4,Sumber daya alam berdasar pembentukannya yaitu sumber daya alami dan sumber daya buatan,1
4,ada yang bisa diperbaharui dan ada yang tidak bisa diperbaharui,5
4,"Sumber daya alam terbarukan dan tidak dapat terbarukan. Contoh : pertanian, kehutanan, perikanan, peternakan. Bisa terbarukan. Sedangkan minyak bumi, tidak dapat terbarukan namun dapat di cari alternatifnya.",5
4,"sumber daya alam (terbarukan, tidak terbarukan, dan tidak habis)",5
4,SDA yang dapat diperbarui dan tidak dapat dibperbarui,5
4,"Sumber daya energi, sumber daya waktu, sumber daya materi, sumber daya energi.",1
4,Biotik dan abiotik,1
4,Hah,0
4,"Dapat diperbarui: angin, api, udara, air Tidak dapat diperbarui: minyak bumi, batu bara",5
4,"Ada dua, yaitu yang dapat diperbaharui dan tidak dapat diperbaharui",5
4,air udara angin sinar matahari,1
4,d,0
4,"Terbaharui misalnya tumbuhan dan hewan. Tidak dapat diperbaharui misalnya bahan bakar fosil, barang tambang",5
4,Sumber daya alam minyak bumi,1
4,gk tau,0
4,"Kimiawi, Biologis, Fisika",1
4,buatan dan alami,1
4,Dapat diperbarui dan tidak dapat diperbarui.,5
4,Sumberdaya alam hayati dan hewani,1
4,"Sumber daya matahari, air, angin, dan udara.",1
4,"sda yg dapat diperbarui, sda yg tidak dapat diperbaharui,",5
4,sumber daya alam hewani dan hayati. itu mungkin,1
4,"minyak dari palupakan dan sedimentasi, batubara proses anaerob/aerob terhadap tanaman, panas bumi dari magma",1
4,Sumber daya alam yang dapat diperbaharui dan Sumber daya alam yang tidak dapat diperbaharui,5
4,A,0
4,dapat diperbaharui dan tidak dapat diperbaharui,5
4,idk,0
4,"Sda dapat diperbaharui dari hewan, sda tidak dapat diperbaharui contohnya minyak bumi, batu bara",5
4,sumberdaya alam yang dapat diperbarui dan tidak dapat diperbarui,5
4,"Sumber daya alam materi,sumber daya hayati,sumber daya alam energi,sumber daya alam ruang ,sumber daya alam waktu",1
4,Hayati dan non-hayati.,1
4,manusia hewan gas alam batu bara,1
4,"padat, cair dan gas",1
4,Terbarukan dan tidak terbarukan,5
4,sumber daya alam ekstraktif dan non ekstraktif aduh min saya lupa,1
4,terbaharukan dan tidak terbaharukan,5
4,Masa gatau si?,0
4,"Air , matahari , angin, pohon",1
4,sumber daya alam yang dapat diperbaharui dan tidak dapat diperbaharui,5
4,alami dan buatan,1
4,Sumber daya alam terbarukan dan sumber daya tidak terbarukan,5
4,"Minyak bumi dari fosil ,dan  gas dari reaksi kimia yang sudah berlangsung lama didalam perut bumi",1
4,"SDA materi,SDA hayati,SDA energi,SDA ruang,SDA waktu",1
4,Minyak dsri fosil,1
4,Nabati dan hewani,1
4,diperbaharui dan tidak diperbaharui,5
4,Binatang itu bereproduksi,1
4,lupa juga):,1
4,Minyak bumi dari jasad hewan ratusan tahun lalu. Sinar matahari berasal dari matahari.,1
4,"SDA yang dapat diperbaharui,SDA yang tidak dapat diperbaharui.",5
4,"Sumber daya yg dapat diperbaharui (air, tanah, udara) dan tidak dapat diperbaharui (minyak bumi, batu bara)",5
4,"SDA yang dapat diperbaharui => Sifatnya melimpah dan dapat terus menerus di refill pada kurun waktu cukup cepat. SDA yang dapat diperbaharui karena reproduksi bersifat alamiah dan menggunakan konsep biologis seperti hewan yang berkembang biak dan mereka akan terus menerus menghasilkan hewan lainnya. Juga tumbuhan yang mengalami penyerbukan, dan menghasilkan pohon baru. Bila SDA yang dengan konsep siklus ini seperti air yang datang karena daur hujan, sifatnya terus menerus berulang sehingga air selalu ada di bumi. SDA yang tidak dapat diperbaharui => Sifatnya terbatas dan tidak bisa didapat dengan waktu yang singkat.SDA ini dibutuhkan masyarakat karena kebutuhan masyarakat bersifat terbatas sedangkan SDA nya sangat terbatas, hal ini membuat dikeluarkannya alternatif lain dari SDA yang dapat diperbaharui agar bisa menyamai fungsi dari SDA yang tidak dapat diperbaharui. SDA ini yang bersifat cepat habis adalah minyak bumi, batu bara sedangkan yang tidak bersifat cepat habis adalah bahan2 galian seperti emas, permata, dan lainnya.",5
4,"dapat diperbaharui, tidak dapat diperbaharui",5
4,kimiawi dan mekanik,1
4,apalagi ini...,0
4,Sumber daya biotik dan abiotik,1
4,Dapat di perbarui dan tidak dapat,5
4,Bingung banget astaga mau jawab apa,1
4,Sumber daya terbarukan dan tak terbarukan,5
4,Hayati,1
4,SDA yang dapat diperbaharui dan SDA yang tidak dapat diperbaharui,5
4,Batubara dari fosil,1
4,dapat diperbarui dan tidak dapat diperbarui,5
4,Sumber daya alam alami dan buatan,1
4,"minyak bumi dari fosil hewan, batu bara",1
4,Dapat diperbarui dan tidak dapat diperbarui,5
4,batu bara minyak bumi air udara tanah,1
4,minayk bumi- tumbuhan dan hewan lama,1
4,"materi, energi, ruang, waktu",1
4,"Sumber daya terbarukan, sumber daya tak terbarukan",5
4,sumber daya alam yang dapat diperbarui dan tidak dapat diperbarui,5
4,"SDA materi, energi, ruang, dan waktu",1
4,a,0
4,"SDA hayati, SDA energi, SDA materi",1
4,SDA yang dapat diperbarui : air. SDA yg tidak dapat diperbarui; emas permata,5
4,sumber daya alam yang dapat diperbaharui dan yang tidak dapat diperbaharui,5
4,hayati dan non hayati,1
4,"SDA terbarukan, dan SDA yang tidak terbarukan",5
4,Terbarukan dan tidak terbarukan,5
4,"Minyak bumi, batu bara, gas,",1
4,Yang dapat diperbaharui dan tidak dapat diperbaharui,5
4,"sumebr daya padat,gas, dan cair",1
4,Belum tahu,0
4,"Materi, ruang, waktu, energi",1
4,Alami dan buatan,1
4,"sumber daya alam hayati, sumber daya alam non hayati",1
4,sumber daya alam yang dapat diperbaharui dan sumber daya alam yang tidak dapat diperbaharui,5
4,SDA alamiah dan no alamiah.,1
4,"Tumbuhan:pohon,matahari:PLTS",1
4,"a. sumber daya alam yang dapat diperbaharui. (renewable resource)  Disebut sebagai sumber daya alam yang dapat diperbaharui karena alam mampu mengadakan pembentukan baru dalam waktu relatif cepat. Dengan demikian, sumber daya alam ini tidak cepat habis.",5
4,"sda yang dapat diperbaharui, contoh pohon. sda yang tidak dapat diperbaharu, sifatnya cepat habis, contoh bahan galian",5
4,SDA dapat diperbaharui dan SDA tidak dapat diperbaharui,5
4,"Macam-macam SDA berdasarkan pembentukannya adalah :  SDA yang dapat diperbaharui => Sifatnya melimpah dan dapat terus menerus di refill pada kurun waktu cukup cepat. SDA yang dapat diperbaharui karena reproduksi bersifat alamiah dan menggunakan konsep biologis seperti hewan yang berkembang biak dan mereka akan terus menerus menghasilkan hewan lainnya. Juga tumbuhan yang mengalami penyerbukan, dan menghasilkan pohon baru. Bila SDA yang dengan konsep siklus ini seperti air yang datang karena daur hujan, sifatnya terus menerus berulang sehingga air selalu ada di bumi. SDA yang tidak dapat diperbaharui => Sifatnya terbatas dan tidak bisa didapat dengan waktu yang singkat.SDA ini dibutuhkan masyarakat karena kebutuhan masyarakat bersifat terbatas sedangkan SDA nya sangat terbatas, hal ini membuat dikeluarkannya alternatif lain dari SDA yang dapat diperbaharui agar bisa menyamai fungsi dari SDA yang tidak dapat diperbaharui. SDA ini yang bersifat cepat habis adalah minyak bumi, batu bara sedangkan yang tidak bersifat cepat habis adalah bahan2 galian seperti emas, permata, dan lainnya.",5
4,SDA alami dan SDA buatan.,1
4,SDA alami dan SDA terbarukan.,3
4,Dapat diperbaharui dan tidak dapat diperbaharui,5
4,Sumber daya alam terbaharukan dan sumber daya alam yang tak dapat diperbaharui.,5
4,Sumber daya dapat diperbaharui dan tidak dapat diperbaharui,5
4,"Sumber daya alam yang dapat diperbaharui yaitu tumbuhan dan hewan ,sumber daya alam tidak dapat diperbaharui yaitu yang cepat habis dan tidak cepat habis",5
4,Dapat diperbaharui dan tidak dapat diperbaharui,5
4,sumber daya alam alami dan buatan,1
4,"Sda material, sda hayati, sda energi, sda ruang dan sda waktu",1
4,SDA dapat diperbaharui dan tidak dapat diperbaharui,5
4,Sumber daya alam alami dan Sumber daya alam buatan,1
4,gatau jugaaaa,0
4,"SDA yg dapat diperbaruhi, karena produksi bersifat alamiah dan menggunakan konsep biologis seperti hewan yg berkembang biak dan mereka terus menerus menghasilakan hewan lainnya dan juga tumbuhan yg mengalami penyerbukan sehingga menghasilkan pohon baru. SDA yg tidak dapat di perbaruhi, bersifat cepat habis seperti minyak bumi, batu bara dll.",5
4,a,0
4,Alami dan buatan,1
4,"Dapat diperbaharui,  dan tidak dapat diperbaharui",5
4,Sumner days Alam dapat diperbaharui Dan tidak dapat diperbaharui,5
4,Sumber daya alam yang dapat diperbaharui dan tidak dapat diperbaharui,5
4,"Yang dapat diperbaharui ; hewan dan tumbuhan, dan yang tidak dapat diperbaharui : bahan tambang.",5
4,Dapat diperbarui dan tidak dapat diperbarui,5
4,Sumber daya alam terbarukan dan tidak terbarukan,5
4,Waktu yang lama atau tidak dapat diperbaharui dan waktu yang cepat atau dapat diperbaharui,5
4,Sda terbarui dan tak terbaharui,5
4,"Sda mentah; minyak bumi, kayu, besi, nikel, timah, etc. Sda jadi; buah-buahan, binatang, tumbuhan utk makanan",1
4,Sumber daya alam yg dapat diperbarui dan yang tidak dapat diperbarui,5
4,"Sumber daya alam terbarukan, sumber daya alam tidak terbarukan, sumber daya alam yang tidak habis",5
4,syg,0
4,"Sumber daya alam terbarukan, sumber daya alam tidak terbarukan, sumber daya alam tidak habis",5
4,"Sumber daya alam hayati, sumber daya alam non-hayati",1
4,sumber daya alam dapat diperbaharui dan tidak dapat diperbaharui,5
4,"berdasarkan jenisnya, waktunya, lokasinya, dan sifatnya",1
4,SDA yang dapat diperbarui dan tidak dapat diperbarui,5
4,SDA dapat diperbarui (siklus dan reproduksi) dan tidak dapat diperbarui.,5
4,dapat diperbaharui dan tidak dapat diperbaharui,5
4,ada yang bisa diperbaharui ada juga yang tidak bisa diperbaharui.,5
4,Dapat diperbaharui dan tak dapat diperbaharui,5
4,Tidak tahu.,0
4,Sumber daya alam dalam waktu yang lama dan singkat,1
4,"Sumber daya alam yg dapat di perbaharui: air, tanah, udara. Yang tidak dapat di perbaharui : batu bara, minyak bumi, matahari",5
4,minyak tanah dengan bangkai hewan,1
4,gatau,0
4,sumber daya alam hayati dan non hayati,1
4,SDA yg dapat diperbaharui dan SDA yg tidak dapat diperbaharui,5
4,sunber daya alam dapat diperbarui dan tidak dapat diperbarui,5
4,Sumber daya alam yang dapat diperbaharui dan tidak.,5
4,"Minyak bumi,batu bara,tembaga,emas",1
4,"Sumber daya alam alami dan sumber daya alam buatan. Sumber daya alam terbentuk dari tuhan, sedangkan sumber daya buatan dibuat oleh manusia.",1
4,Sda yg dapat diperbaharui dan tidak dapat diperbaharui,5
4,"yang cepat ada air angin panas, yang lama ada minyak bumi",1
4,"Materi, Hayati, Energi, Ruang, dan Waktu.",1
4,"Bahan biotik (organik, tumbuh-tumbuhan, fitoplankton, dll) abiotik (air, tanah dll)",1
4,diperbarui dan tidak diperbarui,5
4,Sumber daya alam hayati dan nonhayati,1
4,Maaf lupa,0
4,Biotik dan abiotik,1
4,"Pembangkit listrik tenaga surya yang dihasilkan dari energi sinar matahari, pembangkit listrik tenaga uap yang dihasilkan dari panas bumi, pembangkit listrik tenaga air yang dihasilkan dari pergerakan arus air, dan pembangkit listrik tenaga udara yang dihasilkan dari angin yang berhembus.",1
4,Renewable Resources & Unrenewable Resources,5
4,sumber daya alam yang terbentuk dari tenaga dalam bumi (endogen) dan tenaga luar (eksogen),1
4,"Sumber Daya Alam Materi, Sumber Daya Alam energi, Sumber Daya Alam ruang, dan Sumber Daya waktu.",1
4,"Sumber daya alam mekanik, dan sumber daya alam energi",1
4,"Yang pertama adalah Minyak bumi, yang terjadi pada area perangkap antiklinal. Yang kedua, panas bumi yang terjadi pada celah celah gas alam karena aktivitas Endogenik. Yang ketiga, Energi gerak alam, yaitu memanfaatkan gerak yang berada pada dinamika bumi seperti angin, air terjun, ombak. Yang kermpat adalah recycle energy, yaitu energi yang didapat dari perombakan ulang limbah.",1
4,Sumber daya hayati dan hewani,1
4,Minyak bumi = berasal dari renik yang tertimbung jutaan tahun yang lalu,1
4,Alami dan buatan,1
4,"Padat, cair, gas",1
4,SDA dapat diperbaharui dan SDA tidak dapat diperbaharui,5
4,sumber daya yang dapat diperbaharui dan yang tidak dapat diperbaharui,5
4,"Batubara, gas alam, minyak, matahari",1
4,"SDA materi, SDA energi, SDA ruang",1
4,Yaitu sumber daya alam yang dapat diperbaharui dan sumber daya alam tak terbaharui,5
4,Dapat diperbaharui dan tidak dapat diperbaharui.,5
4,Hayati dan non hayati,1
4,"SDA yang dapat diperbaharui => Sifatnya melimpah dan dapat terus menerus di refill pada kurun waktu cukup cepat. SDA yang dapat diperbaharui karena reproduksi bersifat alamiah dan menggunakan konsep biologis seperti hewan yang berkembang biak dan mereka akan terus menerus menghasilkan hewan lainnya. Juga tumbuhan yang mengalami penyerbukan, dan menghasilkan pohon baru. Bila SDA yang dengan konsep siklus ini seperti air yang datang karena daur hujan, sifatnya terus menerus berulang sehingga air selalu ada di bumi. SDA yang tidak dapat diperbaharui => Sifatnya terbatas dan tidak bisa didapat dengan waktu yang singkat.SDA ini dibutuhkan masyarakat karena kebutuhan masyarakat bersifat terbatas sedangkan SDA nya sangat terbatas, hal ini membuat dikeluarkannya alternatif lain dari SDA yang dapat diperbaharui agar bisa menyamai fungsi dari SDA yang tidak dapat diperbaharui. SDA ini yang bersifat cepat habis adalah minyak bumi, batu bara sedangkan yang tidak bersifat cepat habis adalah bahan2 galian seperti emas, permata, dan lainnya",5
4,"Barang tambang, minyak bumi,",1
4,Aku saintek,0
4,dapat diperbaharui dan tidak dapat diperbaharui,5
4,Terdapat daya alam yang berasal dari makhluk hidup dan makhluk yang sudah mati.,1
4,dapat diperbaharui dan tidak dapat diperbaharui,5
4,"Laut, terbentuk sejak ribuan tahun yg lalau.",1
4,Yayau,0
4,Sumber daya alam terbarukan dan sumber daya alam tidak terbaharukan.,5
4,"Ada yang berasal dari fosil, dan pembentukan nya berasal dari kalor",1
4,Sumber daya alam terbarukan dan sumber daya alam tidak dapat diperbahaharui,5
4,SDA yang dapat diperbarui dan SDA yang tidak dapat di perbarui,5
4,"Sumber daya alam yang dapat reproduksi contohnya makhlup hidup tumbuhan, binatang",1
4,Sumber daya alam dapat diperbaharui dan tidak dapat diperbaharui.,5
4,Yang dapat diperbaharui dan tidak dapat diperbaharui,5
4,Yang pertama sumber daya alam dapat diperbaharui dan sumber daya alam tidak dapat diperbaharui,5
4,Diperbarui dan tidak dapat diperbarui.,5
4,Sumber daya alam hayati dan sumber daya alam buatan,1
4,Sumber daya alam yang dapat diperbarui dan sumber daya alam yang tidak dapat diperbarui.,5
4,"ada dua macam,  yaitu SDA yg dapat diperbaharui  dan sda yg tidak dapat di perbaharui",5
4,"Sda materi,sda hayati,sda energi,sda ruang,sda waktu",1
4,Alami dan sintetik.,1
4,Sumber Daya Alam yang dapat diperbaharui dan Sumber daya alam yang tidak dapat diperbaharui,5
4,Sumber daya alam yang dapat diperbaharui dan sumber daya alam yang tidak dapat diperbaharui.,5
4,SDA yang dapat diperbaharui dan SDA yang tidak dapat diperbaharui,5
4,Sumber daya alam yang dapat diperbaharui dan sumber daya alam yang tidak dapat diperbaharui,5
4,Sumber daya alam yang dapat diperbarui dan sumber daya alam tidak dapat diperbarui,5
4,Dapat diperbaharui dan tidak dapat diperbaharui,5
4,"Sumber daya alam materi yaitu benda mati yang bisa didapatkan langsung dari alam lewat pertambangan lalu yang kedua Sumber daya alam Energi yaitu sumber daya alam yang bisa membantu manusia dalam kehidupan seperti minyak bumi dan air lalu yang ketiga Sumber daya alam Ruang yaitu SDA yang dimanfaatkan manusia untuk tempat tinggal biasamya dipengaruhi oleh beberapa hal seperti letak astronomis, topografi maupun relief lalu yang keempat ada Sumber daya alam Waktu yaitu berdasarkan pada waktu seperti air pada kemarau",1
4,"Sumber daya alam yang dapat di perbaharui, contoh dengan cara reproduksi dan adanya siklus dan sumber daya alam yang tidak dapat di perbaharui yaitu sifatnya terbatas atau cepat habis",5
4,Sumber daya alam nabati sumber daya alam hewani sumber daya alam dapat diperbarui sumber daya alam tidak dapat diperbarui,5
4,"kelapa sawit untuk pembuatan minyak,kayu jati kayu cendana untuk pembuatan almari",1
4,sumber daya alam dapar diperbaharui dan sumber daya alam tidak dapat diperbaharui,5
4,Air dari air laut,1
4,Sumber daya yang dapat diperbarui dan yang tidak dapat diperbarui,5
4,SDA dapat diperbaharui dan tidak dapat diperbaharui,5
4,Sumber daya alam yang dapat diperbaharui dan sumber daya alam yang tidak dapat diperbaharui,5
4,Nabati  hewani,1
4,Sda yg dpt di perbaharui dan sda yg tdk dpt di perbaharui,5
4,Organik dan anorganik,1
4,hayati dan non hayati,1
4,sumber daya alam yang dapat di perbarui melalu reproduksi dan siklus dan sumber daya alam tidak dapat diperbarui,5
4,sumber daya alam yang dapat diperbaharui dan sumber daya alam yang tidak dapat diperbaharui,5
4,"Sumber daya alam hayati, sumber daya alam materi, sumber daya alam energi.",1
4,sumberdaya alam yang terbentuk dalam jangka waktu yang lama hampir jutaan tahun. dan sumber daya alam yang mudah di perbaharui atau hanya memerlukan beberapa tahun.,5
5,"Pembangunan yang memperhatikan aspek lingkungan, untuk meminimalisir terjadinya kerusakan lingkungan yang dapat menganggu ekosistem",4
5,Membangun wawasan lebih baik dan asri,1
5,Yang mengoptimalkan manfaat SDA dan SDM dengan cara menyerasikan aktivitas manusia dengan kemampuan SDA suntuk menopangnya,5
5,Pembangunan yang dilaksanakan dengan tetap memerhatikan kelestarian dan keseimbangan ekosistem lingkungan,4
5,Adalah pembangunan modern yang menerapkan sistem ramah lingkungan. Misal penggunaan tata cahaya matahari yang tepat sehingga saat pagi hingga sore hari tak perlu menggunakan lampu.,2
5,Pembangunan yang tetap memperhatikan lingkungan tanpa merusaknya dan tetap menjaga keseimbangannya,4
5,Pembangunan yang memperhatikan dampak pada lingkungan,2
5,Suatu pengembangan yang tetap memperhatikan daerah sekitar,1
